text,Positive,Negative,Neutral,Compound,Sentiment
news i'm get second pfizer vaccin friday pfizerbiontech covidvaccin believesci healthcarework,0.0,0.0,1.0,0.0,Neutral
 vaccin pfizer given protect legal action uk govern pfizer uk boss refus to… ,0.272,0.0,0.728,0.4767,Positive
arrudahoracio dont mock us qc gov research new optim timelin second pfizerbiontech vacc… ,0.163,0.0,0.837,0.3252,Positive
world vaccin world can't afford  gave us tini glimps got  dos… ,0.0,0.0,1.0,0.0,Neutral
sediciónretrumplicanspfizerbiontechmanmadevirus mer rabi rabiaclínicapsicodiagnóstico … ,0.0,0.0,1.0,0.0,Neutral
fordnat decid bring pfizerbiontech vaccin direct longtermcar homes––even whe… ,0.0,0.0,1.0,0.0,Neutral
got shot  ive tell relat lot data support safeti under m… ,0.213,0.0,0.787,0.4019,Positive
asymmetricinfo second shot im comfort mrna mechan action safeti dat… ,0.217,0.0,0.783,0.3612,Positive
nadhimzahawi  nhs consult second pfizervaccin cancel tomorrow work covid wa… ,0.0,0.182,0.818,-0.25,Negative
sanityland  clluelo keithbaldrey health canada websit still doesnt report  peopl die trials… ,0.222,0.0,0.778,0.4847,Positive
rough one hundr thousand peopl receiv pfizerbiontech  sever allergic… ,0.0,0.0,1.0,0.0,Neutral
pfizerbiontech pfizercovidvaccin store fridg      day pls made clear co… ,0.358,0.0,0.642,0.4404,Positive
vaccin bad deepest condol famili pfizerbiontech pfizercovidvaccin … ,0.0,0.368,0.632,-0.5423,Negative
 vaccin truli indian truli honest bharatbiotech narendramodi coronavirusstrain coronavaccine… ,0.292,0.0,0.708,0.5106,Positive
take  second dose pfizerbiontech vaccin deltoid let immun cell work… ,0.0,0.0,1.0,0.0,Neutral
 britisharmi help nhs covid testingnow govuk  oxford astrazeneca vaccin top the… ,0.333,0.0,0.667,0.5423,Positive
first dose pfizerbiontech vaccin receiv hope  thank welshambul great vaccinat… ,0.576,0.0,0.424,0.8591,Positive
mayb give  vaccin  day  one manufactur pfizerbiontech said… ,0.0,0.0,1.0,0.0,Neutral
announc come multipl finger point elect offici includ prime minist deny… ,0.0,0.0,1.0,0.0,Neutral
impress speedi work   oxford pgd feel readi g… ,0.293,0.0,0.707,0.4404,Positive
vaccineadverseeventreport system detect  case anaphylaxi administr report … ,0.0,0.0,1.0,0.0,Neutral
im actual quit concern delay second dose especi pfizer vaccineit approx  e… ,0.0,0.173,0.827,-0.3182,Negative
new year new antibodi 🦠✊🏻💉 pfizerbiontech vaccin ,0.0,0.0,1.0,0.0,Neutral
allergicreact includ anaphylaxi receipt first dose pfizerbiontech  — us… ,0.0,0.0,1.0,0.0,Neutral
 hour postvaccin much anxious wait  pfizerbiontech vaccineday,0.0,0.25,0.75,-0.25,Negative
drrosemaryl interest store pfizerbiontech oxfordvaccin   vaccin today at… ,0.3,0.0,0.7,0.4588,Positive
wear appropri shirt  covid vaccin dose pfizerbiontech covidvaccin  ,0.0,0.0,1.0,0.0,Neutral
pdsutter wont want use pfizerbiontech oxfordastrazeneca vaccin eu actually… ,0.0,0.133,0.867,-0.0572,Negative
memor experi part first team  vaccin morn extrem proud nurs… ,0.256,0.0,0.744,0.4767,Positive
 doctorshaib  annitamcveigh  bbcnew bbcbreak rpharms… ,0.0,0.0,1.0,0.0,Neutral
complet two dose pfizer vaccin today thank amaz effort everyon nhs especia… ,0.185,0.0,0.815,0.3612,Positive
proud announc yesterday jackson administ  pfizerbiontech vaccin public one… ,0.279,0.0,0.721,0.4767,Positive
triciahow pfizerbiontech said plenti pfizer site surrey uk,0.0,0.0,1.0,0.0,Neutral
joolyjooli oh that brilliant news jooli must reliev it small step forward don't get star… ,0.213,0.0,0.787,0.5859,Positive
vaccin work they'r safe thank nhs vaccin key worker myself… ,0.403,0.0,0.597,0.6597,Positive
grate receiv second dose pfizerbiontech vaccin methodisthosp  case continu rise i'm… ,0.0,0.0,1.0,0.0,Neutral
i'v receiv pfizerbiontech vaccin thank emasnhstrust emascfr amp nghnhstrust g… ,0.217,0.0,0.783,0.3612,Positive
get vaccin today biontech pfizerbiontech pfizer,0.0,0.0,1.0,0.0,Neutral
arm sore littl anxious that  covidvacccin pfizerbiontech updat wednesdaythought observ,0.0,0.36,0.64,-0.5423,Negative
englishmanadam wrote mp concern said say sage jcvi deputi chie… ,0.0,0.0,1.0,0.0,Neutral
got first pfizer  vaccin   minut ago i'll realtim updat symptom f… ,0.0,0.0,1.0,0.0,Neutral
first dose pfizer biontech covidvaccinei feel fine get need move pfizerbiontech… ,0.153,0.0,0.847,0.2023,Positive
borisjohnson  johnson rememb break vaccin protocol must gove  s… ,0.0,0.0,1.0,0.0,Neutral
start year hope thank scientist front line worker help us get wher… ,0.474,0.0,0.526,0.7964,Positive
two texa republican congress member test posit  less  week receiv the… ,0.0,0.0,1.0,0.0,Neutral
day  post covidvaccin dose  zero complaint felt fatigu achi hour yesterday afternoon … ,0.0,0.167,0.833,-0.296,Negative
colombian🇨🇴 daili elespectador show reader vaccin rout front page day countri appr… ,0.0,0.0,1.0,0.0,Neutral
 tbh probabl end give  vaccin today hospit pfizerbiontech the… ,0.0,0.0,1.0,0.0,Neutral
mother get first jab friday wait three month second shes  pfizerbiontech have… ,0.0,0.0,1.0,0.0,Neutral
woolpithealth pfizerbiontech vaccin thank well done team grate  year ol… ,0.365,0.0,0.635,0.5574,Positive
big day nurs career administ vaccin clinic vulner covidvacccine… ,0.0,0.0,1.0,0.0,Neutral
pfizer inc ceo albert bourla said compani certain receiv vaccin be… ,0.174,0.0,0.826,0.2732,Positive
got   vaccin thank pfizerbiontech hillsboroughcounti drivethru vaccin site,0.263,0.0,0.737,0.3612,Positive
new logo pfizer featur doubl helix spiral mark first major redesign  year pfizer… ,0.0,0.0,1.0,0.0,Neutral
herotogeth use heroesresearch registri studi longterm experi healthcar worker receiv… ,0.0,0.0,1.0,0.0,Neutral
got pfizerbiontech covidvaccin today listen sawbon “ final mile” thank s… ,0.217,0.0,0.783,0.3612,Positive
pfizercovidvaccin pfizerbiontech pfizervaccin need laugh today😂 ,0.419,0.0,0.581,0.5574,Positive
vaccin  logist standpoint modernavaccin « cooler » pfizerbiontech vaccin  ,0.0,0.0,1.0,0.0,Neutral
▶️as  pfizerbiontech vaccin market modernatx vax b condit « a🇪🇺regulatori mechanism… ,0.0,0.0,1.0,0.0,Neutral
moderna vaccin safe allerg reaction side effect  via youtub   vaccine… ,0.244,0.0,0.756,0.4404,Positive
us congressman kevin bradi r said wednesday test posit coronavirus  short be… ,0.0,0.0,1.0,0.0,Neutral
moderna vaccin better tehn teh  biontech pfizer pfizerbiontech caus way easier  handl dont… ,0.341,0.0,0.659,0.6908,Positive
thank european medicin agenc approv moderna vaccin lip read deaf person look forwa… ,0.172,0.0,0.828,0.3612,Positive
hero stat boost  immun  💪🏼 pfizervaccin pfizerbiontech,0.558,0.0,0.442,0.743,Positive
done pfizerbiontech protectingmypati protectingm protectingmyfamili nhsggc gpns ,0.0,0.0,1.0,0.0,Neutral
thank govuk ensur scotland reciev pfizerbiontech amp oxford astrazenica vaccine… ,0.217,0.0,0.783,0.3612,Positive
aunt got second shot pfizerbiontech vaccin today nice news nollaig na mban one t… ,0.177,0.0,0.823,0.4215,Positive
delight got first dose pfizerbiontech covidvaccin yesterday glasgow royal infirmari despi… ,0.281,0.0,0.719,0.5994,Positive
good news within reachmoderna  high effect vaccin pfizerbiontech given gre… ,0.244,0.0,0.756,0.4404,Positive
gift better pass onfirst donkey see threemagi vaccin pfizerbiontech moderna ,0.42,0.0,0.58,0.7003,Positive
ive vaccin chip insert im still wait einstein mode kick could long wait ive a… ,0.0,0.0,1.0,0.0,Neutral
janetebaldwin ukchang it total pfizerbiontech manufactur advic well  ppl ha… ,0.189,0.0,0.811,0.2732,Positive
vaccin roll time new hope year pfizer pfizerbiontech pfizervaccin vaccine… ,0.244,0.0,0.756,0.4404,Positive
 deliveri pfizer  vacc potenti  dose deliv   ,0.0,0.0,1.0,0.0,Neutral
german health minist moderna covi̇ vaccin expect approv today germani receiv than… ,0.0,0.0,1.0,0.0,Neutral
portugues health worker  die two day get pfizer jab  via mailonline… ,0.0,0.281,0.719,-0.5994,Negative
honour one first medic scientist uhw get pfizerbiontech vaccin have… ,0.291,0.0,0.709,0.5719,Positive
janetebaldwin ukchang oh sorri janet saw older ppl get  jab tv mayb it postcode… ,0.0,0.0,1.0,0.0,Neutral
us militari personnel medic staff start receiv  vaccin ohio air forc base naomirwolf… ,0.0,0.0,1.0,0.0,Neutral
day  uhwwaterford peervaccin hard work  pfizerbiontech medic scientist hourihanj amp nursevaccinator… ,0.0,0.123,0.877,-0.1027,Negative
biontech pfizer pfizerbiontech   death nurs home resid coronari vaccin tuesday  jan… ,0.0,0.281,0.719,-0.5994,Negative
pfizerbiontech vaccin report  effect chanc stay covidfre vaccinatio… ,0.0,0.0,1.0,0.0,Neutral
 freddiesay unherd redouad possibl logist problem pfizerbiontech special requirements… ,0.218,0.218,0.565,0.0,Neutral
 matter  effect mean vaccin theeconomist guardian bbcnews… ,0.155,0.0,0.845,0.0258,Neutral
portugues woman die two day get pfizer covid vaccin  daili mail onlin  pfizerbiontech  ,0.0,0.245,0.755,-0.5994,Negative
sanna elkadiri nurs home worker eindhoven becom first person receiv pfizerbiontech vaccin a… ,0.0,0.0,1.0,0.0,Neutral
coronavirus vaccin updat corona medicin readi dbtindia covidvaccineindia modernavaccine… ,0.0,0.0,1.0,0.0,Neutral
felt littl prick 😀 covidvaccin pfizerbiontech ,0.0,0.375,0.625,-0.34,Negative
 drunaduffi trishgreenhalgh   protect even  mhragovuk hav… ,0.342,0.0,0.658,0.3818,Positive
 portugues nurs die two day get pfizerbiontech covid vaccinesonia acevedo  sa… ,0.0,0.281,0.719,-0.5994,Negative
pfizer vaccin alreadi kill peopl world deadliest chemic weapon known novich… ,0.0,0.434,0.566,-0.7845,Negative
vaccin covidvaccin pfizerbiontech 🙏😷 ,0.0,0.0,1.0,0.0,Neutral
what quickest way cull old vulner go respiratori conditionsvaccin them… ,0.0,0.0,1.0,0.0,Neutral
pandemia rabiaclínica pfizerbiontech trumpvaccin dead retrumplican zombi zombieslov go… ,0.0,0.35,0.65,-0.6486,Negative
bahrain becom first countri global permit citizen resid nationwid schedul … ,0.0,0.0,1.0,0.0,Neutral
spent major work year work oxfordvaccin  dose  pfizer vaccin yest… ,0.0,0.0,1.0,0.0,Neutral
two dead norway receiv pfizer coronavirus vaccin recentlycoronavirusvaccin pfizervaccine… ,0.0,0.35,0.65,-0.6486,Negative
alexanderdecroo accus borisjohnson use british guinea pig belgium minist i… ,0.0,0.0,1.0,0.0,Neutral
vaccin bring hope india need disclosuresread vaccines… ,0.326,0.0,0.674,0.4404,Positive
piersmorgan  mmm tonyblair onetim lawyer politician appar master clinicianpl… ,0.0,0.0,1.0,0.0,Neutral
igottheshot  thank pfizerbiontech  done patient famili neighbor community… ,0.263,0.0,0.737,0.3612,Positive
coronavirusupdateusfood drug adminstrationfda  world health organization… ,0.0,0.0,1.0,0.0,Neutral
sonia  portugues nurs die two day take pfizerbiotech corona virus vaccine… ,0.0,0.281,0.719,-0.5994,Negative
mrnavaccin pfizerbiontechmoderna schedulekatalinkarikóinjectionpfizerbiontech→ → a… ,0.0,0.0,1.0,0.0,Neutral
yall  silver line shittast day  vaccin covid pfizerbiontech thisisourshot ,0.0,0.0,1.0,0.0,Neutral
vaccin updat   hour second dose pfizerbiontech vaccin develop fever chill myalgia head… ,0.0,0.0,1.0,0.0,Neutral
turnbullwhitbi  guess got  vaccin today pfizerbiontech far good side effect,0.244,0.0,0.756,0.4404,Positive
recommend  dose pfizerbiontech  vaccin within  day  ,0.333,0.0,0.667,0.3612,Positive
welcom news bogota ivanduqu announc countri medicin agenc grant emerg use the… ,0.185,0.0,0.815,0.3612,Positive
yes extraordinari way you'r think lockdown vaccin pfizervaccin pfizercovidvaccine… ,0.252,0.0,0.748,0.4019,Positive
 vaccin friday 💉 experienc side effect covidvaccin pfizerbiontech  h… ,0.0,0.0,1.0,0.0,Neutral
talkradio iancollinsuk wonder mani call admiss result side effect of… ,0.0,0.0,1.0,0.0,Neutral
medusanewsfe peopl need rememb take vaxpfizerbiontech,0.0,0.0,1.0,0.0,Neutral
eu plan purchas   vaccin  covidvaccin pfizer… ,0.0,0.0,1.0,0.0,Neutral
miami coron review doctor death  week vaccine😳  coronavirus  vaccine… ,0.0,0.328,0.672,-0.5994,Negative
khamenei red crescent announc ban import  pfizerbiontech vaccines… ,0.0,0.34,0.66,-0.5574,Negative
antonioguterr iran khamenei ban purchas pfizerbiontech  covidvaccin a… ,0.0,0.34,0.66,-0.5574,Negative
maryamrajaviirankhamenei red crescent announc ban import  pfizerbiontech vaccinesthi… ,0.0,0.34,0.66,-0.5574,Negative
 pfizerbiontech shot may defeat new variant studi show pakustv nyc healthcar globalgoals… ,0.0,0.214,0.786,-0.4588,Negative
got second dose pfizer pfizervaccin pfizerbiontech pfizercovidvaccin  covidvaccin ,0.0,0.0,1.0,0.0,Neutral
realli want take  vaccinei hope wont offer pfizerbiontech onenumb got rel… ,0.318,0.0,0.682,0.4939,Positive
 bisouthafrica back decemb y'all ridicul chiefjustic mogoengmogoeng say this… ,0.0,0.0,1.0,0.0,Neutral
 receiv  vaccin lettercoronavirus pfizerbiontech moderna ,0.0,0.0,1.0,0.0,Neutral
stay safe get vaccin 💉  vaccin pfizerbiontech ,0.367,0.0,0.633,0.4404,Positive
fantast epi report allerg rxn follow pfizerbiontech covidvaccin publichealthcdcmmwr cdcncezid doi… ,0.0,0.0,1.0,0.0,Neutral
second dose done pfizerbiontech southerncalifornia ,0.0,0.0,1.0,0.0,Neutral
 dose complet pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
  peopl averag experi advers reaction vaccin small number… ,0.0,0.0,1.0,0.0,Neutral
 peopl popul  million far receiv jab sinc croatia launch vaccinat… ,0.0,0.0,1.0,0.0,Neutral
 school nurs vaccin today   klobitz schoolnurs nasn … ,0.0,0.0,1.0,0.0,Neutral
meanwhil pandem news mum got first dose pfizerbiontech vaccin tremendousl… ,0.0,0.0,1.0,0.0,Neutral
upcomingev tune  london event “are readi closer look implement implic t… ,0.0,0.0,1.0,0.0,Neutral
vday today flat eric get  vaccin today vaccin coronavirus pfizerbiontech… ,0.0,0.0,1.0,0.0,Neutral
vaccin south wiltshir offici begun today prioriti group receiv first dose of… ,0.0,0.0,1.0,0.0,Neutral
reciev covid vaccin first step road get back normality😁🇮🇪👍🇮🇪👍 pfizerbiontech… ,0.0,0.0,1.0,0.0,Neutral
dose  pfizerbiontech vaccin christianacar maskupd ,0.0,0.0,1.0,0.0,Neutral
frontlin nhs worker glad receiv first pfizerbiontech vaccin today hullhospitalsi'd urg eve… ,0.214,0.0,0.786,0.4588,Positive
got first jab pfizerbiontech vaccin eve  chose keep apprehens asid trust the… ,0.231,0.0,0.769,0.5106,Positive
✅ pfizerbiontech covidvaccin  heart ach yesterday tragedi don't feel thing s… ,0.0,0.0,1.0,0.0,Neutral
 year old grandad got vaccin morn thank scienc one step closer hugvaccineday… ,0.185,0.0,0.815,0.3612,Positive
i'v first dose pfizerbiontech vaccin word toni tiger ‘i feel greeeaaat hullhospit thankyou,0.0,0.0,1.0,0.0,Neutral
thank god mum amp dad second dose biontechpf vaccin 💉 way design taken tha… ,0.295,0.0,0.705,0.5574,Positive
pfizerbiontech vaccin yesterday ask nurs oxfordvaccin said would most… ,0.0,0.0,1.0,0.0,Neutral
covid vaccin halal  pfizerbiontechastrazeneca via theclarionindia,0.0,0.0,1.0,0.0,Neutral
“i'v covid vaccination” vaccin yesterday anyon worri side effect ten… ,0.0,0.0,1.0,0.0,Neutral
got vaccin covid vaccinoanticovid vaccineday pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
got pfizerbiontech vaccin ,0.0,0.0,1.0,0.0,Neutral
nstworld rough one hundr thousand peopl receiv pfizerbiontech  vaccin seve… ,0.0,0.0,1.0,0.0,Neutral
tri explain mrna vaccin decid it like  print cell pfizerbiontech modernavaccin wearamask,0.185,0.0,0.815,0.3612,Positive
vaccin  dose  ✔️this famili friend patient liter everyon here be… ,0.262,0.0,0.738,0.4939,Positive
receiv  pfizerbiontech vaccin  tonight ⁦mayoclinic⁩ hesit join selfie… ,0.239,0.0,0.761,0.296,Positive
second covidvaccin arm yay  thank pfizerbiontech  ⁦macroliter⁩ ⁦⁩ ,0.496,0.0,0.504,0.7096,Positive
team get  vaccin  nhs pfizerbiontech staysafe… ,0.0,0.0,1.0,0.0,Neutral
kombuchababi dear frontlinework doctor teacher nurs amp other work  employ want y… ,0.281,0.0,0.719,0.4404,Positive
lbc vaccin btw  germani examin efficaci stretch time beween pfizerbiontech inject amp co… ,0.0,0.0,1.0,0.0,Neutral
pfizerbiontech dose  ✅ far i'v becom ill signific side effect although photo compa… ,0.0,0.203,0.797,-0.4215,Negative
pcr   virus pass long ago  human  rabi rabiaclínica pfizerbiontech trumpvaccine… ,0.0,0.0,1.0,0.0,Neutral
first dose pfizerbiontech vaccin ✅ delight gotten ahead final clinic placement massi… ,0.281,0.0,0.719,0.5994,Positive
morn updat second dose pfizer vaccin  arm sore around inject site  bad… ,0.0,0.185,0.815,-0.3612,Negative
must honour protocol discharg duti candour inform staff manufactur guarante… ,0.291,0.0,0.709,0.5719,Positive
✅second covid vaccinesid effect sore arm amp grate pleas consid get shot it available… ,0.0,0.161,0.839,-0.3612,Negative
thank pfizerbiontech ,0.714,0.0,0.286,0.3612,Positive
🍂😷💉 pfizer covid vaccin protect supercontagi covid strain includ south african mutat stud… ,0.176,0.081,0.743,0.34,Positive
earli studi suggest pfizerbiontech vaccin appear effect mutat new coronavirus variant thoug… ,0.0,0.0,1.0,0.0,Neutral
everyon get infectionvaccin prepar bodi fight infect effectively… ,0.0,0.271,0.729,-0.3818,Negative
fulli vaccin pfizerbiontech covidvaccin  ,0.0,0.0,1.0,0.0,Neutral
sad they'd run sticker got somehow i'm cope 😁balanchin care read… ,0.209,0.203,0.588,0.0258,Neutral
healthi  miami obstetrician die take pfizer  vaccin  ,0.0,0.394,0.606,-0.5994,Negative
got second pfizerbiontech shot ⁦vumchealth⁩ mementocan't wait famili friend p… ,0.0,0.226,0.774,-0.3875,Negative
vaccin 💉  pfizervaccin pfizerbiontech crazi busi vaccin centr afternoon ,0.0,0.0,1.0,0.0,Neutral
repost suirauqa⠀⠀for safeti everyon orbit love one amp stranger walk ou… ,0.296,0.0,0.704,0.6369,Positive
afraid vaccin believ trust scienc pfizerbiontech  ,0.398,0.0,0.602,0.5106,Positive
it two hour sinc first jab second schedul march  told experi flu lik… ,0.0,0.178,0.822,-0.3818,Negative
true aw good news   ccpvirus wuhanvirus coronavirus  mutantcovid vaccin pfizerbiontech,0.416,0.0,0.584,0.6908,Positive
